Strategy report
Symbol: /ES:XCME
Work Time: 11/11/20, 7:30 AM - 7/29/21, 1:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
166;shared_kg_EveryTickOHLC(OHLC|3,527.5|3,534.5|3,524.5|3,527.5);Buy to Open;1;50.0;$3,523.25;11/12/20, 1:30 PM;;$26,150.00;0.0;
167;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,534.50;11/12/20, 1:40 PM;$500.00;$26,800.00;-50.0;
168;shared_kg_EveryTickOHLC(OHLC|3,527.75|3,527.75|3,519|3,521.5);Buy to Open;1;50.0;$3,524.50;11/12/20, 1:40 PM;;$26,650.00;0.0;
169;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,527.75;11/12/20, 1:50 PM;$437.50;$26,987.50;-50.0;
170;shared_kg_EveryTickOHLC(OHLC|3,521.5|3,525|3,519|3,521);Buy to Open;1;50.0;$3,519.00;11/12/20, 1:50 PM;;$27,087.50;0.0;
171;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,525.00;11/12/20, 2:00 PM;$300.00;$27,487.50;-50.0;
172;shared_kg_EveryTickOHLC(OHLC|3,521|3,522.75|3,513|3,517);Buy to Open;1;50.0;$3,519.00;11/12/20, 2:00 PM;;$27,387.50;0.0;
173;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,522.75;11/12/20, 2:10 PM;$487.50;$27,300.00;-50.0;
174;shared_kg_EveryTickOHLC(OHLC|3,516.75|3,527.25|3,515.75|3,524.5);Buy to Open;1;50.0;$3,513.00;11/12/20, 2:10 PM;;$27,875.00;0.0;
175;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,527.25;11/12/20, 2:20 PM;$575.00;$28,250.00;-50.0;
176;shared_kg_EveryTickOHLC(OHLC|3,524.75|3,526.25|3,518.5|3,519.75);Buy to Open;1;50.0;$3,515.75;11/12/20, 2:20 PM;;$28,450.00;0.0;
177;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,526.25;11/12/20, 2:30 PM;$387.50;$28,637.50;-50.0;
178;shared_kg_EveryTickOHLC(OHLC|3,519.5|3,523.25|3,515.25|3,522.5);Buy to Open;1;50.0;$3,518.50;11/12/20, 2:30 PM;;$28,837.50;0.0;
179;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,523.25;11/12/20, 2:40 PM;$400.00;$28,950.00;-50.0;
180;shared_kg_EveryTickOHLC(OHLC|3,522.75|3,524.5|3,514|3,521);Buy to Open;1;50.0;$3,515.25;11/12/20, 2:40 PM;;$29,237.50;0.0;
181;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,524.50;11/12/20, 2:50 PM;$525.00;$28,787.50;-50.0;
182;shared_kg_EveryTickOHLC(OHLC|3,521|3,534|3,520.5|3,533.5);Buy to Open;1;50.0;$3,514.00;11/12/20, 2:50 PM;;$29,762.50;0.0;
183;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,534.00;11/12/20, 3:00 PM;$675.00;$29,487.50;-50.0;
184;shared_kg_EveryTickOHLC(OHLC|3,533.5|3,541|3,533|3,539.5);Buy to Open;1;50.0;$3,520.50;11/12/20, 3:00 PM;;$30,437.50;0.0;
185;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.25;11/13/20, 7:30 AM;$137.50;$30,412.50;-50.0;
186;shared_kg_EveryTickOHLC(OHLC|3,558|3,560.5|3,557.5|3,558.75);Buy to Open;1;50.0;$3,555.50;11/13/20, 7:30 AM;;$30,575.00;0.0;
187;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,560.50;11/13/20, 7:40 AM;$150.00;$30,737.50;-50.0;
188;shared_kg_EveryTickOHLC(OHLC|3,558.5|3,558.75|3,556.5|3,557.25);Buy to Open;1;50.0;$3,557.50;11/13/20, 7:40 AM;;$30,725.00;0.0;
189;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.75;11/13/20, 7:50 AM;$112.50;$30,762.50;-50.0;
190;shared_kg_EveryTickOHLC(OHLC|3,557|3,559|3,557|3,558);Buy to Open;1;50.0;$3,556.50;11/13/20, 7:50 AM;;$30,837.50;0.0;
191;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,559.00;11/13/20, 8:00 AM;$100.00;$31,075.00;-50.0;
192;shared_kg_EveryTickOHLC(OHLC|3,557.75|3,558|3,553.5|3,554.25);Buy to Open;1;50.0;$3,557.00;11/13/20, 8:00 AM;;$30,937.50;0.0;
193;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.00;11/13/20, 8:10 AM;$225.00;$31,112.50;-50.0;
194;shared_kg_EveryTickOHLC(OHLC|3,554.5|3,555.25|3,552.75|3,554.5);Buy to Open;1;50.0;$3,553.50;11/13/20, 8:10 AM;;$31,162.50;0.0;
195;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,555.25;11/13/20, 8:20 AM;$125.00;$31,262.50;-50.0;
196;shared_kg_EveryTickOHLC(OHLC|3,554.75|3,556.5|3,552.75|3,553.25);Buy to Open;1;50.0;$3,552.75;11/13/20, 8:20 AM;;$31,287.50;0.0;
197;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,556.50;11/13/20, 8:30 AM;$187.50;$31,125.00;-50.0;
198;shared_kg_EveryTickOHLC(OHLC|3,553.5|3,561|3,552.5|3,559.75);Buy to Open;1;50.0;$3,552.75;11/13/20, 8:30 AM;;$31,475.00;0.0;
199;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,561.00;11/13/20, 8:40 AM;$425.00;$31,450.00;-50.0;
200;shared_kg_EveryTickOHLC(OHLC|3,559.5|3,563|3,557.5|3,561.5);Buy to Open;1;50.0;$3,552.50;11/13/20, 8:40 AM;;$31,900.00;0.0;
201;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,563.00;11/13/20, 8:50 AM;$275.00;$32,000.00;-50.0;
202;shared_kg_EveryTickOHLC(OHLC|3,561.25|3,563.25|3,558.25|3,561);Buy to Open;1;50.0;$3,557.50;11/13/20, 8:50 AM;;$32,175.00;0.0;
203;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,563.25;11/13/20, 9:00 AM;$250.00;$32,362.50;-50.0;
204;shared_kg_EveryTickOHLC(OHLC|3,561|3,562|3,557.75|3,559.5);Buy to Open;1;50.0;$3,558.25;11/13/20, 9:00 AM;;$32,425.00;0.0;
205;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,562.00;11/13/20, 9:10 AM;$212.50;$32,862.50;-50.0;
206;shared_kg_EveryTickOHLC(OHLC|3,559.5|3,560.25|3,551|3,553.25);Buy to Open;1;50.0;$3,557.75;11/13/20, 9:10 AM;;$32,637.50;0.0;
207;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,560.25;11/13/20, 9:20 AM;$462.50;$32,675.00;-50.0;
208;shared_kg_EveryTickOHLC(OHLC|3,553|3,559.75|3,552.75|3,559.5);Buy to Open;1;50.0;$3,551.00;11/13/20, 9:20 AM;;$33,100.00;0.0;
209;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,559.75;11/13/20, 9:30 AM;$350.00;$33,437.50;-50.0;
210;shared_kg_EveryTickOHLC(OHLC|3,559.5|3,559.75|3,551.75|3,553);Buy to Open;1;50.0;$3,552.75;11/13/20, 9:30 AM;;$33,450.00;0.0;
211;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,559.75;11/13/20, 9:40 AM;$400.00;$33,512.50;-50.0;
212;shared_kg_EveryTickOHLC(OHLC|3,553|3,558.5|3,551.75|3,558.5);Buy to Open;1;50.0;$3,551.75;11/13/20, 9:40 AM;;$33,850.00;0.0;
213;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.50;11/13/20, 9:50 AM;$337.50;$34,137.50;-50.0;
214;shared_kg_EveryTickOHLC(OHLC|3,558.25|3,558.75|3,547.5|3,552.75);Buy to Open;1;50.0;$3,551.75;11/13/20, 9:50 AM;;$34,187.50;0.0;
215;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.75;11/13/20, 10:00 AM;$562.50;$34,225.00;-50.0;
216;shared_kg_EveryTickOHLC(OHLC|3,552.75|3,559.25|3,552.5|3,558);Buy to Open;1;50.0;$3,547.50;11/13/20, 10:00 AM;;$34,750.00;0.0;
217;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,559.25;11/13/20, 10:10 AM;$337.50;$34,737.50;-50.0;
218;shared_kg_EveryTickOHLC(OHLC|3,558|3,561|3,555.5|3,559.5);Buy to Open;1;50.0;$3,552.50;11/13/20, 10:10 AM;;$35,087.50;0.0;
219;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,561.00;11/13/20, 10:20 AM;$275.00;$35,250.00;-50.0;
220;shared_kg_EveryTickOHLC(OHLC|3,559.5|3,560|3,554|3,557.75);Buy to Open;1;50.0;$3,555.50;11/13/20, 10:20 AM;;$35,362.50;0.0;
221;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,560.00;11/13/20, 10:30 AM;$300.00;$35,525.00;-50.0;
222;shared_kg_EveryTickOHLC(OHLC|3,558|3,558.75|3,554.25|3,556.75);Buy to Open;1;50.0;$3,554.00;11/13/20, 10:30 AM;;$35,662.50;0.0;
223;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,558.75;11/13/20, 10:40 AM;$225.00;$35,487.50;-50.0;
224;shared_kg_EveryTickOHLC(OHLC|3,556.75|3,562.75|3,556.75|3,562.25);Buy to Open;1;50.0;$3,554.25;11/13/20, 10:40 AM;;$35,887.50;0.0;
225;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,562.75;11/13/20, 10:50 AM;$300.00;$35,850.00;-50.0;
226;shared_kg_EveryTickOHLC(OHLC|3,562.5|3,564.75|3,561.25|3,563.5);Buy to Open;1;50.0;$3,556.75;11/13/20, 10:50 AM;;$36,187.50;0.0;
227;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,564.75;11/13/20, 11:00 AM;$175.00;$36,250.00;-50.0;
228;shared_kg_EveryTickOHLC(OHLC|3,563.25|3,565.5|3,563.25|3,563.5);Buy to Open;1;50.0;$3,561.25;11/13/20, 11:00 AM;;$36,362.50;0.0;
229;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,565.50;11/13/20, 11:10 AM;$112.50;$36,475.00;-50.0;
230;shared_kg_EveryTickOHLC(OHLC|3,563.75|3,565.75|3,562|3,563.25);Buy to Open;1;50.0;$3,563.25;11/13/20, 11:10 AM;;$36,475.00;0.0;
231;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,565.75;11/13/20, 11:20 AM;$187.50;$36,612.50;-50.0;
232;shared_kg_EveryTickOHLC(OHLC|3,563.25|3,564|3,561.5|3,563);Buy to Open;1;50.0;$3,562.00;11/13/20, 11:20 AM;;$36,662.50;0.0;
233;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,564.00;11/13/20, 11:30 AM;$125.00;$36,587.50;-50.0;
234;shared_kg_EveryTickOHLC(OHLC|3,563.25|3,565.5|3,562.25|3,565.5);Buy to Open;1;50.0;$3,561.50;11/13/20, 11:30 AM;;$36,787.50;0.0;
235;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,565.50;11/13/20, 11:40 AM;$162.50;$36,750.00;-50.0;
236;shared_kg_EveryTickOHLC(OHLC|3,565.25|3,566.75|3,564.75|3,566.25);Buy to Open;1;50.0;$3,562.25;11/13/20, 11:40 AM;;$36,950.00;0.0;
237;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,566.75;11/13/20, 11:50 AM;$100.00;$36,875.00;-50.0;
238;shared_kg_EveryTickOHLC(OHLC|3,566|3,568.25|3,566|3,568.25);Buy to Open;1;50.0;$3,564.75;11/13/20, 11:50 AM;;$37,050.00;0.0;
239;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,568.25;11/13/20, 12:00 PM;$112.50;$37,012.50;-50.0;
240;shared_kg_EveryTickOHLC(OHLC|3,568.25|3,569.75|3,566.75|3,569);Buy to Open;1;50.0;$3,566.00;11/13/20, 12:00 PM;;$37,162.50;0.0;
241;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,569.75;11/13/20, 12:10 PM;$150.00;$37,137.50;-50.0;
242;shared_kg_EveryTickOHLC(OHLC|3,569|3,570.5|3,566.5|3,570.25);Buy to Open;1;50.0;$3,566.75;11/13/20, 12:10 PM;;$37,312.50;0.0;
243;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,570.50;11/13/20, 12:20 PM;$200.00;$37,362.50;-50.0;
244;shared_kg_EveryTickOHLC(OHLC|3,570.25|3,572.25|3,566.5|3,569.5);Buy to Open;1;50.0;$3,566.50;11/13/20, 12:20 PM;;$37,512.50;0.0;
245;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,572.25;11/13/20, 12:30 PM;$287.50;$37,725.00;-50.0;
246;shared_kg_EveryTickOHLC(OHLC|3,569.75|3,570.25|3,565.75|3,568);Buy to Open;1;50.0;$3,566.50;11/13/20, 12:30 PM;;$37,800.00;0.0;
247;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,570.25;11/13/20, 12:40 PM;$225.00;$37,912.50;-50.0;
248;shared_kg_EveryTickOHLC(OHLC|3,568|3,570.25|3,566.25|3,568);Buy to Open;1;50.0;$3,565.75;11/13/20, 12:40 PM;;$38,025.00;0.0;
249;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,570.25;11/13/20, 12:50 PM;$200.00;$38,200.00;-50.0;
250;shared_kg_EveryTickOHLC(OHLC|3,568|3,569.25|3,566.25|3,566.75);Buy to Open;1;50.0;$3,566.25;11/13/20, 12:50 PM;;$38,225.00;0.0;
251;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,569.25;11/13/20, 1:00 PM;$150.00;$38,200.00;-50.0;
252;shared_kg_EveryTickOHLC(OHLC|3,566.75|3,570.75|3,566.25|3,569.75);Buy to Open;1;50.0;$3,566.25;11/13/20, 1:00 PM;;$38,375.00;0.0;
253;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,570.75;11/13/20, 1:10 PM;$225.00;$38,400.00;-50.0;
254;shared_kg_EveryTickOHLC(OHLC|3,569.5|3,570.75|3,565|3,570.25);Buy to Open;1;50.0;$3,566.25;11/13/20, 1:10 PM;;$38,600.00;0.0;
255;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,570.75;11/13/20, 1:20 PM;$287.50;$38,437.50;-50.0;
256;shared_kg_EveryTickOHLC(OHLC|3,570.25|3,577.75|3,570|3,574);Buy to Open;1;50.0;$3,565.00;11/13/20, 1:20 PM;;$38,887.50;0.0;
257;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,577.75;11/13/20, 1:30 PM;$387.50;$39,025.00;-50.0;
258;shared_kg_EveryTickOHLC(OHLC|3,574.25|3,576.5|3,572.75|3,575);Buy to Open;1;50.0;$3,570.00;11/13/20, 1:30 PM;;$39,275.00;0.0;
259;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,576.50;11/13/20, 1:40 PM;$187.50;$39,525.00;-50.0;
260;shared_kg_EveryTickOHLC(OHLC|3,575.25|3,576|3,571.25|3,571.5);Buy to Open;1;50.0;$3,572.75;11/13/20, 1:40 PM;;$39,462.50;0.0;
261;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,576.00;11/13/20, 1:50 PM;$237.50;$39,387.50;-50.0;
262;shared_kg_EveryTickOHLC(OHLC|3,571.75|3,579|3,571.5|3,577.5);Buy to Open;1;50.0;$3,571.25;11/13/20, 1:50 PM;;$39,700.00;0.0;
263;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,579.00;11/13/20, 2:00 PM;$375.00;$39,837.50;-50.0;
264;shared_kg_EveryTickOHLC(OHLC|3,577.5|3,578.75|3,574.75|3,576.25);Buy to Open;1;50.0;$3,571.50;11/13/20, 2:00 PM;;$40,075.00;0.0;
265;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,578.75;11/13/20, 2:10 PM;$200.00;$40,287.50;-50.0;
266;shared_kg_EveryTickOHLC(OHLC|3,576.25|3,577.5|3,570.25|3,574.5);Buy to Open;1;50.0;$3,574.75;11/13/20, 2:10 PM;;$40,275.00;0.0;
267;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,577.50;11/13/20, 2:20 PM;$362.50;$40,262.50;-50.0;
268;shared_kg_EveryTickOHLC(OHLC|3,574.5|3,578.75|3,573|3,577.75);Buy to Open;1;50.0;$3,570.25;11/13/20, 2:20 PM;;$40,637.50;0.0;
269;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,578.75;11/13/20, 2:30 PM;$287.50;$40,287.50;-50.0;
270;shared_kg_EveryTickOHLC(OHLC|3,578|3,586.5|3,576.75|3,585.75);Buy to Open;1;50.0;$3,573.00;11/13/20, 2:30 PM;;$40,925.00;0.0;
271;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,586.50;11/13/20, 2:40 PM;$487.50;$41,000.00;-50.0;
272;shared_kg_EveryTickOHLC(OHLC|3,585.75|3,590|3,585|3,585);Buy to Open;1;50.0;$3,576.75;11/13/20, 2:40 PM;;$41,412.50;0.0;
273;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,590.00;11/13/20, 2:50 PM;$250.00;$41,825.00;-50.0;
274;shared_kg_EveryTickOHLC(OHLC|3,585.25|3,587|3,579|3,581.75);Buy to Open;1;50.0;$3,585.00;11/13/20, 2:50 PM;;$41,662.50;0.0;
275;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,587.00;11/13/20, 3:00 PM;$400.00;$41,900.00;-50.0;
276;shared_kg_EveryTickOHLC(OHLC|3,581.75|3,584.25|3,579.25|3,582.25);Buy to Open;1;50.0;$3,579.00;11/13/20, 3:00 PM;;$42,062.50;0.0;
277;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,620.00;11/16/20, 7:30 AM;$162.50;$42,412.50;-50.0;
278;shared_kg_EveryTickOHLC(OHLC|3,617.25|3,618|3,611.5|3,613);Buy to Open;1;50.0;$3,616.75;11/16/20, 7:30 AM;;$42,225.00;0.0;
279;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,618.00;11/16/20, 7:40 AM;$325.00;$42,450.00;-50.0;
280;shared_kg_EveryTickOHLC(OHLC|3,613|3,613.75|3,611.25|3,613.5);Buy to Open;1;50.0;$3,611.50;11/16/20, 7:40 AM;;$42,550.00;0.0;
281;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,613.75;11/16/20, 7:50 AM;$125.00;$42,550.00;-50.0;
282;shared_kg_EveryTickOHLC(OHLC|3,613.5|3,614.25|3,611|3,613.75);Buy to Open;1;50.0;$3,611.25;11/16/20, 7:50 AM;;$42,675.00;0.0;
283;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,614.25;11/16/20, 8:00 AM;$162.50;$42,500.00;-50.0;
284;shared_kg_EveryTickOHLC(OHLC|3,613.75|3,617.75|3,613.25|3,617.75);Buy to Open;1;50.0;$3,611.00;11/16/20, 8:00 AM;;$42,837.50;0.0;
285;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,617.75;11/16/20, 8:10 AM;$225.00;$42,937.50;-50.0;
286;shared_kg_EveryTickOHLC(OHLC|3,617.75|3,618.75|3,615.75|3,615.75);Buy to Open;1;50.0;$3,613.25;11/16/20, 8:10 AM;;$43,062.50;0.0;
287;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,618.75;11/16/20, 8:20 AM;$150.00;$43,462.50;-50.0;
288;shared_kg_EveryTickOHLC(OHLC|3,615.75|3,616|3,610|3,610.75);Buy to Open;1;50.0;$3,615.75;11/16/20, 8:20 AM;;$43,212.50;0.0;
289;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,616.00;11/16/20, 8:30 AM;$300.00;$43,550.00;-50.0;
290;shared_kg_EveryTickOHLC(OHLC|3,611|3,613.5|3,602.75|3,609.25);Buy to Open;1;50.0;$3,610.00;11/16/20, 8:30 AM;;$43,512.50;0.0;
291;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,613.50;11/16/20, 8:40 AM;$537.50;$43,650.00;-50.0;
292;shared_kg_EveryTickOHLC(OHLC|3,609.25|3,611.25|3,606.75|3,610.75);Buy to Open;1;50.0;$3,602.75;11/16/20, 8:40 AM;;$44,050.00;0.0;
293;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,611.25;11/16/20, 8:50 AM;$225.00;$44,350.00;-50.0;
294;shared_kg_EveryTickOHLC(OHLC|3,610.5|3,612|3,596.75|3,605.25);Buy to Open;1;50.0;$3,606.75;11/16/20, 8:50 AM;;$44,275.00;0.0;
295;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,612.00;11/16/20, 9:00 AM;$762.50;$44,487.50;-50.0;
296;shared_kg_EveryTickOHLC(OHLC|3,605|3,608.5|3,602.75|3,607.75);Buy to Open;1;50.0;$3,596.75;11/16/20, 9:00 AM;;$45,037.50;0.0;
297;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,608.50;11/16/20, 9:10 AM;$287.50;$45,025.00;-50.0;
298;shared_kg_EveryTickOHLC(OHLC|3,607.75|3,609.25|3,603.25|3,608.75);Buy to Open;1;50.0;$3,602.75;11/16/20, 9:10 AM;;$45,325.00;0.0;
299;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,609.25;11/16/20, 9:20 AM;$300.00;$44,987.50;-50.0;
300;shared_kg_EveryTickOHLC(OHLC|3,608.75|3,616|3,606.5|3,616);Buy to Open;1;50.0;$3,603.25;11/16/20, 9:20 AM;;$45,625.00;0.0;
301;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,616.00;11/16/20, 9:30 AM;$475.00;$45,637.50;-50.0;
302;shared_kg_EveryTickOHLC(OHLC|3,616.25|3,617.25|3,614|3,615.75);Buy to Open;1;50.0;$3,606.50;11/16/20, 9:30 AM;;$46,100.00;0.0;
303;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,617.25;11/16/20, 9:40 AM;$162.50;$46,162.50;-50.0;
304;shared_kg_EveryTickOHLC(OHLC|3,616|3,618|3,614.25|3,616);Buy to Open;1;50.0;$3,614.00;11/16/20, 9:40 AM;;$46,262.50;0.0;
305;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,618.00;11/16/20, 9:50 AM;$187.50;$46,137.50;-50.0;
306;shared_kg_EveryTickOHLC(OHLC|3,616|3,620.5|3,615.75|3,620.5);Buy to Open;1;50.0;$3,614.25;11/16/20, 9:50 AM;;$46,450.00;0.0;
307;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,620.50;11/16/20, 10:00 AM;$237.50;$46,487.50;-50.0;
308;shared_kg_EveryTickOHLC(OHLC|3,620.25|3,621.75|3,619.25|3,619.75);Buy to Open;1;50.0;$3,615.75;11/16/20, 10:00 AM;;$46,687.50;0.0;
309;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,621.75;11/16/20, 10:10 AM;$125.00;$46,687.50;-50.0;
310;shared_kg_EveryTickOHLC(OHLC|3,619.75|3,622.75|3,619.75|3,621.75);Buy to Open;1;50.0;$3,619.25;11/16/20, 10:10 AM;;$46,812.50;0.0;
311;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,622.75;11/16/20, 10:20 AM;$150.00;$46,912.50;-50.0;
312;shared_kg_EveryTickOHLC(OHLC|3,622|3,623.5|3,620|3,620.75);Buy to Open;1;50.0;$3,619.75;11/16/20, 10:20 AM;;$46,962.50;0.0;
313;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,623.50;11/16/20, 10:30 AM;$175.00;$47,137.50;-50.0;
314;shared_kg_EveryTickOHLC(OHLC|3,620.75|3,621|3,617.5|3,620);Buy to Open;1;50.0;$3,620.00;11/16/20, 10:30 AM;;$47,137.50;0.0;
315;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,621.00;11/16/20, 10:40 AM;$175.00;$47,275.00;-50.0;
316;shared_kg_EveryTickOHLC(OHLC|3,620|3,621|3,618|3,618.25);Buy to Open;1;50.0;$3,617.50;11/16/20, 10:40 AM;;$47,312.50;0.0;
317;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,621.00;11/16/20, 10:50 AM;$150.00;$47,437.50;-50.0;
318;shared_kg_EveryTickOHLC(OHLC|3,618.5|3,620|3,617.5|3,618.5);Buy to Open;1;50.0;$3,618.00;11/16/20, 10:50 AM;;$47,462.50;0.0;
319;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,620.00;11/16/20, 11:00 AM;$125.00;$47,537.50;-50.0;
320;shared_kg_EveryTickOHLC(OHLC|3,618.75|3,620.75|3,618|3,618.5);Buy to Open;1;50.0;$3,617.50;11/16/20, 11:00 AM;;$47,587.50;0.0;
321;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,620.75;11/16/20, 11:10 AM;$137.50;$47,875.00;-50.0;
322;shared_kg_EveryTickOHLC(OHLC|3,618.5|3,618.75|3,615|3,615);Buy to Open;1;50.0;$3,618.00;11/16/20, 11:10 AM;;$47,725.00;0.0;
323;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,618.75;11/16/20, 11:20 AM;$187.50;$48,012.50;-50.0;
324;shared_kg_EveryTickOHLC(OHLC|3,615.25|3,615.25|3,611.75|3,613);Buy to Open;1;50.0;$3,615.00;11/16/20, 11:20 AM;;$47,912.50;0.0;
325;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,615.25;11/16/20, 11:30 AM;$175.00;$48,025.00;-50.0;
326;shared_kg_EveryTickOHLC(OHLC|3,613|3,613.75|3,611.25|3,613);Buy to Open;1;50.0;$3,611.75;11/16/20, 11:30 AM;;$48,087.50;0.0;
327;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,613.75;11/16/20, 11:40 AM;$125.00;$48,125.00;-50.0;
328;shared_kg_EveryTickOHLC(OHLC|3,613|3,615.5|3,611.75|3,613);Buy to Open;1;50.0;$3,611.25;11/16/20, 11:40 AM;;$48,212.50;0.0;
329;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,615.50;11/16/20, 11:50 AM;$187.50;$48,387.50;-50.0;
